U1,C1,Sub1,U2,C2,Sub2,U3,C3,Sub3
0.117882117882118,0.142857142857143,NaN,0.181818181818182,0.737262737262737,NaN,0.011988011988012,0.270729270729271,0.043956043956044
0.00999000999000999,0.001998001998002,0.833166833166833,0.227772227772228,0.00999000999000999,NaN,0.00699300699300699,0.001998001998002,0.803196803196803
0.347652347652348,0.847152847152847,NaN,0.021978021978022,0.995004995004995,NaN,0.011988011988012,0.915084915084915,0.003996003996004
0.0629370629370629,0.003996003996004,0.805194805194805,0.0929070929070929,0.0929070929070929,NaN,0.00699300699300699,0.00599400599400599,0.456543456543457
0.021978021978022,0.313686313686314,0.0869130869130869,0.147852147852148,0.733266733266733,NaN,0.021978021978022,0.414585414585415,0.0619380619380619
0.00799200799200799,0.0749250749250749,0.140859140859141,0.381618381618382,0.381618381618382,NaN,0.00799200799200799,0.0989010989010989,0.0999000999000999
0.003996003996004,0.617382617382617,0.002997002997003,0.0999000999000999,0.845154845154845,NaN,0.001998001998002,0.683316683316683,0.002997002997003
0.123876123876124,0.24975024975025,NaN,0.025974025974026,0.42957042957043,NaN,0.015984015984016,0.281718281718282,0.0689310689310689
0.015984015984016,0.040959040959041,0.290709290709291,0.13986013986014,0.240759240759241,NaN,0.00799200799200799,0.0589410589410589,0.148851148851149
0.001998001998002,0.036963036963037,0.0579420579420579,0.255744255744256,0.143856143856144,NaN,0.00599400599400599,0.011988011988012,0.258741258741259
0.140859140859141,0.140859140859141,NaN,0.59040959040959,0.395604395604396,NaN,0.246753246753247,0.246753246753247,NaN
0.433566433566434,0.0739260739260739,NaN,0.461538461538462,0.461538461538462,NaN,0.356643356643357,0.356643356643357,NaN
0.000999000999000999,0.000999000999000999,0.403596403596404,0.905094905094905,0.001998001998002,0.000999000999000999,0.181818181818182,0.001998001998002,0.013986013986014
0.0919080919080919,0.04995004995005,NaN,0.350649350649351,0.195804195804196,NaN,0.23976023976024,0.11988011988012,NaN
0.031968031968032,0.003996003996004,0.326673326673327,0.983016983016983,0.001998001998002,0.000999000999000999,0.703296703296703,0.001998001998002,0.000999000999000999
0.014985014985015,0.003996003996004,0.184815184815185,0.867132867132867,0.037962037962038,NaN,0.388611388611389,0.013986013986014,0.0809190809190809
0.193806193806194,0.035964035964036,NaN,0.708291708291708,0.027972027972028,NaN,0.563436563436563,0.025974025974026,0.0679320679320679
0.193806193806194,0.0779220779220779,NaN,0.221778221778222,0.047952047952048,NaN,0.115884115884116,0.01998001998002,0.28971028971029
0.121878121878122,0.01998001998002,0.267732267732268,0.656343656343656,0.107892107892108,NaN,0.417582417582418,0.02997002997003,0.107892107892108
0.164835164835165,0.00599400599400599,0.104895104895105,0.852147852147852,0.011988011988012,NaN,0.59040959040959,0.003996003996004,0.02997002997003
0.121878121878122,0.463536463536464,NaN,0.14985014985015,0.315684315684316,NaN,0.0719280719280719,0.185814185814186,NaN
0.268731268731269,0.015984015984016,0.103896103896104,0.891108891108891,0.001998001998002,0.001998001998002,0.793206793206793,0.001998001998002,0.00599400599400599
0.474525474525474,0.233766233766234,NaN,0.573426573426573,0.113886113886114,NaN,0.517482517482518,0.367632367632368,NaN
0.293706293706294,0.647352647352647,NaN,0.44955044955045,0.413586413586414,NaN,0.53046953046953,0.53046953046953,NaN
0.576423576423576,0.576423576423576,NaN,0.799200799200799,0.799200799200799,NaN,0.776223776223776,0.776223776223776,NaN
