U1,C1,Sub1,U2,C2,Sub2,U3,C3,Sub3
0.121878121878122,0.180819180819181,NaN,0.185814185814186,0.731268731268731,NaN,0.00799200799200799,0.274725274725275,0.036963036963037
0.00999000999000999,0.001998001998002,0.841158841158841,0.23976023976024,0.00599400599400599,0.895104895104895,0.00599400599400599,0.001998001998002,0.806193806193806
0.323676323676324,0.901098901098901,NaN,0.017982017982018,0.997002997002997,NaN,0.00799200799200799,0.926073926073926,0.002997002997003
0.0529470529470529,0.00599400599400599,0.749250749250749,0.0999000999000999,0.0999000999000999,NaN,0.00599400599400599,0.00599400599400599,0.392607392607393
0.017982017982018,0.375624375624376,0.0749250749250749,0.111888111888112,0.749250749250749,NaN,0.023976023976024,0.461538461538462,0.048951048951049
0.00799200799200799,0.0919080919080919,0.110889110889111,0.318681318681319,0.318681318681319,NaN,0.00799200799200799,0.0989010989010989,0.0829170829170829
0.003996003996004,0.656343656343656,0.001998001998002,0.0779220779220779,0.861138861138861,NaN,0.001998001998002,0.701298701298701,0.001998001998002
0.115884115884116,0.263736263736264,NaN,0.015984015984016,0.432567432567433,NaN,0.011988011988012,0.276723276723277,0.048951048951049
0.011988011988012,0.045954045954046,0.262737262737263,0.11988011988012,0.230769230769231,NaN,0.003996003996004,0.0589410589410589,0.123876123876124
0.003996003996004,0.040959040959041,0.0789210789210789,0.242757242757243,0.12987012987013,NaN,0.00599400599400599,0.00999000999000999,0.263736263736264
0.142857142857143,0.142857142857143,NaN,0.572427572427572,0.337662337662338,NaN,0.221778221778222,0.221778221778222,NaN
0.400599400599401,0.0899100899100899,NaN,0.390609390609391,0.390609390609391,NaN,0.357642357642358,0.357642357642358,NaN
0.001998001998002,0.001998001998002,0.368631368631369,0.885114885114885,0.001998001998002,0.000999000999000999,0.170829170829171,0.001998001998002,0.013986013986014
0.100899100899101,0.0539460539460539,NaN,0.358641358641359,0.177822177822178,NaN,0.220779220779221,0.107892107892108,NaN
0.03996003996004,0.00599400599400599,0.304695304695305,0.968031968031968,0.001998001998002,0.000999000999000999,0.687312687312687,0.001998001998002,0.000999000999000999
0.016983016983017,0.003996003996004,0.174825174825175,0.825174825174825,0.027972027972028,NaN,0.355644355644356,0.00799200799200799,0.0749250749250749
0.182817182817183,0.0539460539460539,NaN,0.625374625374625,0.027972027972028,NaN,0.491508491508492,0.035964035964036,0.0919080919080919
0.222777222777223,0.0999000999000999,NaN,0.241758241758242,0.041958041958042,NaN,0.123876123876124,0.025974025974026,0.298701298701299
0.13986013986014,0.01998001998002,0.241758241758242,0.7002997002997,0.103896103896104,NaN,0.424575424575425,0.031968031968032,0.0979020979020979
0.16983016983017,0.00599400599400599,0.118881118881119,0.821178821178821,0.00999000999000999,0.010989010989011,0.547452547452547,0.003996003996004,0.03996003996004
0.13986013986014,0.430569430569431,NaN,0.171828171828172,0.313686313686314,NaN,0.0799200799200799,0.173826173826174,NaN
0.257742257742258,0.013986013986014,0.0959040959040959,0.857142857142857,0.001998001998002,0.001998001998002,0.741258741258741,0.001998001998002,0.00699300699300699
0.385614385614386,0.30969030969031,NaN,0.502497502497502,0.105894105894106,NaN,0.384615384615385,0.37962037962038,NaN
0.267732267732268,0.713286713286713,NaN,0.447552447552448,0.447552447552448,NaN,0.547452547452547,0.547452547452547,NaN
0.639360639360639,0.639360639360639,NaN,0.738261738261738,0.738261738261738,NaN,0.802197802197802,0.802197802197802,NaN
