participant,session,trial_number_overall,image_name,fixation_duration,eccentricity_fix,eccentricity_obj,sacc_amp,ROI_size
501,1,148,1258.jpg,501,198.368974388638,NaN,3.99777005207342,123483
501,1,148,1258.jpg,835,82.2876053850153,NaN,2.98176762386131,123483
501,1,56,1273.jpg,610,116.517166117272,NaN,NaN,108674
501,1,56,1273.jpg,298,144.607226652059,NaN,0.975363363494931,108674
501,1,56,1273.jpg,271,165.720397054798,NaN,0.947661457355107,108674
501,1,56,1273.jpg,556,73.3706344527564,79.2746156363185,5.05840448961317,13373
501,1,56,1273.jpg,918,119.746607467602,77.1565787020817,3.16744548630708,16127
501,1,123,1293.jpg,491,106.518777687317,92.1931986949211,1.89537344512764,884
501,1,123,1293.jpg,469,171.66610032269,NaN,1.44007997352289,136567
501,1,123,1293.jpg,801,116.298108325114,NaN,2.93090624145234,136567
501,1,140,1304.jpg,236,75.1681448487323,128.125688316183,NaN,9135
501,1,140,1304.jpg,390,183.72329737951,206.078556909841,3.27961065449301,3044
501,1,140,1304.jpg,577,129.186880138813,128.125688316183,2.32659191814784,9135
501,1,136,1310.jpg,642,72.0433897037056,28.7002499165843,1.29796356820064,490
501,1,136,1310.jpg,626,100.415387267092,75.5942395442832,3.73190048471649,1494
501,1,4,1320.jpg,583,136.880422267028,120.515025454978,2.18175336184124,11566
501,1,4,1320.jpg,604,91.9034819797378,48.374329538694,4.93917814630159,4863
501,1,115,1326.jpg,602,142.208473727834,NaN,3.01345839623221,111986
501,1,115,1326.jpg,1028,114.438848298993,NaN,5.29152572742268,111986
501,1,18,1340.jpg,592,84.5946215784432,NaN,0.91570378681454,119509
501,1,18,1340.jpg,752,83.9657668338711,66.9746121140535,2.4114889471166,672
501,1,111,1348.jpg,721,88.4095583067804,NaN,0.72689006955621,129653
501,1,111,1348.jpg,1090,117.312616542297,75.3432297525191,3.73633512361732,6120
501,1,111,1348.jpg,1005,117.120664274072,NaN,4.67476111269408,129653
501,1,26,1352.jpg,392,122.610154554996,79.4896461348822,3.472104132096,8133
