"","b_Intercept","sd_subject_id__Intercept","Intercept","r_subject_id[501,Intercept]","r_subject_id[502,Intercept]","r_subject_id[503,Intercept]","r_subject_id[504,Intercept]","r_subject_id[505,Intercept]","r_subject_id[506,Intercept]","r_subject_id[507,Intercept]","r_subject_id[508,Intercept]","r_subject_id[509,Intercept]","r_subject_id[510,Intercept]","r_subject_id[511,Intercept]","r_subject_id[512,Intercept]","r_subject_id[513,Intercept]","r_subject_id[514,Intercept]","r_subject_id[515,Intercept]","r_subject_id[516,Intercept]","r_subject_id[517,Intercept]","r_subject_id[518,Intercept]","r_subject_id[519,Intercept]","r_subject_id[520,Intercept]","r_subject_id[521,Intercept]","r_subject_id[522,Intercept]","r_subject_id[523,Intercept]","r_subject_id[524,Intercept]","r_subject_id[525,Intercept]","r_subject_id[526,Intercept]","lprior","lp__"
"1",0.060844455,0.037874962,0.060844455,0.0056150941,0.014327606,-0.052718173,-0.050277657,0.0066345446,0.016821487,-0.05423684,-0.022443339,-0.012070164,0.10415021,-0.049539262,0.0011370702,0.02782213,0.011167959,-0.0084132821,-0.039034979,0.0054786157,-0.050007635,-0.011870447,-0.06138405,-0.043081345,-0.0021865553,-0.009025337,0.045515394,0.019102994,-0.043338173,-1.3631013,-2530.0034
"2",0.074816621,0.041533203,0.074816621,0.032869611,-0.00077760213,-0.052682205,-0.06049396,0.012558736,0.029960102,-0.060798605,-0.015057806,0.0067824331,0.10626235,-0.080609879,-0.00025834238,0.03487228,0.035883394,-0.02247296,-0.043774248,-0.0091716801,-0.047101874,-0.0298635,-0.057554493,-0.068778648,0.0031726698,-0.0055212394,0.039218127,0.013802715,-0.050963108,-1.3671807,-2531.9788
"3",0.0078421816,0.049618598,0.0078421816,0.049329802,-0.020024322,-0.041442917,-0.055139018,-0.023211417,0.055613838,-0.05578637,-0.032350647,-0.030235134,0.072493196,-0.086139841,-0.036326783,0.008759492,0.011365954,-0.029890727,0.020943778,0.15266215,-0.086910838,-0.086843028,0.043987819,-0.020919429,-0.03322337,0.027612458,0.038887235,0.070208993,-0.025909284,-1.3740359,-2533.4326
"4",0.06986297,0.01424333,0.06986297,0.010802968,-0.0091740344,-0.023635108,-0.0020521262,-0.0041675895,0.017528183,0.0017281765,-0.00010319031,-0.0060815351,0.021545289,0.017287676,-0.0034283931,0.0054414393,0.0090798919,-0.014904596,0.010438016,0.021156937,0.0065450486,-0.016430138,0.029987575,0.016123536,-0.0056131747,-0.0075618318,-0.010087438,-0.0011375899,-0.012698883,-1.3397316,-2529.2767
"5",-0.0087888344,0.045385671,-0.0087888344,-0.037719799,0.0114336,0.067262143,-0.011874304,0.040223652,-0.017070776,-0.018094306,0.014869924,0.014330702,-0.065750104,-0.085260038,0.033053003,-0.038106171,-0.029785754,0.10404317,0.00043603915,-0.022767935,0.0043312584,0.03992727,-0.027421448,-0.049962323,-0.012499752,-0.016627613,0.028883441,0.0032783403,0.050518903,-1.3698065,-2526.6104
"6",0.075788077,0.087578193,0.075788077,0.049009808,0.015671524,-0.044881454,-0.033685152,-0.027321087,0.072174023,0.073279706,0.0090172258,-0.031710877,0.18530846,0.093569841,0.012442295,0.0042109712,0.13767144,-0.099314783,0.066306444,0.11562146,0.060424957,-0.2356503,-0.032832141,0.20292793,-0.064095466,-0.099814011,-0.068890413,0.056108772,-0.08433337,-1.4132582,-2528.5364
"7",0.053411178,0.017393435,0.053411178,-0.0092979732,-0.0091301543,0.026810596,0.0014835508,0.01975748,-0.0075676578,-0.0058891472,0.0030184426,0.0080908049,-0.028377984,-0.027952264,0.012713121,-0.0070956866,-0.018989898,0.041008697,-0.0054728894,-0.010905971,0.0029806615,0.033291039,0.0063137578,-0.026789627,0.0056068857,0.0037815444,0.014443676,-0.0012573642,0.014917794,-1.342431,-2530.4767
"8",0.080197208,0.13520298,0.080197208,-0.036262942,-0.10488931,0.16755001,-0.2380055,0.038587864,0.082861651,-0.12687365,0.16251202,0.26678275,0.067288896,-0.089918315,0.13746674,-0.16679693,-0.0071224723,0.15865917,0.22487354,-0.11521843,0.049164161,-0.1472671,-0.11979504,0.050599014,-0.12216549,-0.1618097,-0.049629043,-0.026544882,0.025069867,-1.4610359,-2519.7823
"9",0.06416864,0.12329406,0.06416864,0.11386539,-0.05079405,0.14091614,-0.1846895,0.14665148,-0.0017359076,-0.071905193,0.073600948,0.034907085,0.082290554,-0.057409815,0.026816292,-0.034441713,0.0028417497,0.17148394,0.21957754,-0.023909165,0.060155818,-0.13635349,-0.080829413,0.030347262,-0.069370553,-0.076940576,0.01299932,-0.1012856,0.00053642817,-1.4486127,-2517.9793
"10",0.0010215793,0.086856423,0.0010215793,-0.094510369,-0.046730868,-0.039083871,0.070914065,-0.027900346,0.047376724,0.10961113,0.030249417,0.052490427,0.036373284,0.0091127287,0.1027042,-0.071524665,0.090200205,-0.012001265,-0.077019166,0.021935073,-0.020802657,-0.078619637,-0.018519598,0.041757643,-0.032965014,-0.1056223,-0.091072346,0.069351799,-0.096631152,-1.4112603,-2521.2782
