"","b_Intercept","sd_subject_id__Intercept","Intercept","r_subject_id[501,Intercept]","r_subject_id[502,Intercept]","r_subject_id[503,Intercept]","r_subject_id[504,Intercept]","r_subject_id[505,Intercept]","r_subject_id[506,Intercept]","r_subject_id[507,Intercept]","r_subject_id[508,Intercept]","r_subject_id[509,Intercept]","r_subject_id[510,Intercept]","r_subject_id[511,Intercept]","r_subject_id[512,Intercept]","r_subject_id[513,Intercept]","r_subject_id[514,Intercept]","r_subject_id[515,Intercept]","r_subject_id[516,Intercept]","r_subject_id[517,Intercept]","r_subject_id[518,Intercept]","r_subject_id[519,Intercept]","r_subject_id[520,Intercept]","r_subject_id[521,Intercept]","r_subject_id[522,Intercept]","r_subject_id[523,Intercept]","r_subject_id[524,Intercept]","r_subject_id[525,Intercept]","r_subject_id[526,Intercept]","lprior","lp__"
"11",4.2966916,1.0288434,4.2966916,0.40457105,0.98231087,1.6582868,-0.57140816,0.83705401,-1.4642984,-1.3975646,-0.99212571,0.31608387,1.2025823,0.74314874,0.16384904,-0.64094169,1.3253355,-0.81668099,1.1521664,0.72984797,0.47204716,-0.53632736,-1.9431702,-1.1587367,0.5347949,-0.054501638,0.42329791,-0.31569647,-0.72838987,-6.4558156,-197.21318
"12",4.2887297,0.66937471,4.2887297,0.91384851,1.6310652,0.57059431,0.21074215,0.62622861,-1.319603,-0.57456107,-1.0479094,-0.32335573,0.99536717,0.56711502,-0.52573445,-0.18592833,0.36094413,-1.4449604,1.1978403,-0.70578459,0.86391733,-0.46111602,-0.74908924,0.25715448,0.074712055,0.40223252,-0.83096922,1.4104141,-0.46999645,-6.0811566,-211.60381
"13",4.4390978,0.55303479,4.4390978,-0.45339308,0.21455473,-0.16196872,0.63643598,-0.26057729,-0.81127819,-0.044574658,-0.57361169,0.24525195,0.2164347,-0.40359834,-0.29488395,-1.0845949,-0.037582636,0.066574003,-0.46347117,0.018648217,-0.11523183,-0.73793489,-0.94620802,-0.32019602,0.13107621,0.19366782,0.4261277,0.14202886,-1.2192749,-6.2564583,-208.72004
"14",4.4944452,0.81251791,4.4944452,-0.6555685,0.11796188,-0.52789665,1.0045403,-0.26821087,-1.925281,-0.64400828,-0.99945403,0.81406302,0.63147552,0.28370725,-0.41553621,-1.3804265,1.617606,0.82645702,0.36766028,0.88312523,0.56715682,-0.8650904,-1.4089633,0.5562735,0.19916838,0.76099795,0.66773219,-0.17987122,-1.5896967,-6.6258187,-207.37173
"15",4.2949741,0.70697197,4.2949741,-0.47090836,0.35318271,0.52703578,0.71875728,0.24538808,-1.3638846,-0.60158983,-0.37798557,0.4266751,0.30839642,0.12074885,-0.28999683,0.0083105359,0.91120842,0.88709923,1.0946298,-0.34119317,0.5228486,-0.83691534,-1.6136939,-0.026272752,-0.36347088,0.82887401,0.40161927,-0.57701734,-0.74843956,-6.1306652,-202.69709
"16",4.2702535,1.3009066,4.2702535,2.5430182,0.69998838,0.79481315,-0.52858304,1.7829439,-0.48787295,-1.2617597,-1.3151058,1.8035155,-0.53498719,0.049194475,0.90766736,-0.24032323,0.25011563,-0.10191363,0.61882701,2.2860884,0.78209234,-0.52451308,-1.3906082,-0.43855383,2.2757321,-0.53463204,-0.51857527,2.3198779,-0.42133434,-6.6775468,-197.81763
"17",4.3012776,1.0427737,4.3012776,-0.023292398,0.861356,0.59793704,0.9437395,0.37805386,-1.2376752,0.38663052,-0.69806173,0.82665524,-0.070295266,0.46956444,-0.073547983,-0.1092996,1.4210622,0.17155442,0.88145747,-0.15802549,0.98730331,-0.35852281,-1.535562,0.038461249,-0.77565317,0.75396193,0.89734396,0.021448971,-0.68763971,-6.4785083,-194.91524
"18",4.1227753,1.0860146,4.1227753,1.4181374,0.23708706,1.5008973,1.2285988,1.59282,-1.1313509,-1.2723239,-0.62851188,0.53037418,-0.31753554,0.91744291,1.148259,0.62647815,2.7467183,-0.52805938,0.66059109,0.40997184,2.9743959,0.094287275,-1.2451773,-0.84957285,0.041907829,0.48769315,-0.1810593,1.086797,-0.53524258,-6.1875906,-199.95709
"19",4.5195896,1.0273211,4.5195896,-0.2419689,-0.22734779,1.5833926,-0.46531294,-0.47273709,-0.87215839,-0.94965588,-0.73897981,-0.041168555,-0.91296765,1.5102578,-0.71900601,-0.69154382,0.34699935,0.55195589,2.1229918,-0.20925663,1.0689158,-0.72485355,-2.2570851,-0.85686553,-0.67250982,0.22083262,0.57208374,-0.28184085,-1.6270296,-6.8909893,-204.47983
"20",4.3605798,0.60823987,4.3605798,0.82635503,-0.079065097,1.2980219,0.4895814,0.32351619,-1.370439,-0.79089336,-1.1816989,0.26358387,0.085071468,0.046232971,-0.12842022,-0.57105897,0.5354705,0.14606735,1.1780168,0.23930231,0.16014549,0.52994966,-1.4339415,-0.66479574,0.39107197,0.074441865,-0.080354753,0.5127994,0.22756621,-6.1581227,-205.77872
